group_id	base_group_id	perturbation_level	base_sessions	output_sessions	dropped_sessions	substituted_sessions	rotated_endpoints	jittered_sessions	payload_changed_sessions	background_sessions
ceb_g_ff70ece1aa6bd1a1a278	cea_g_840ec48c2e36c7223d68	0.20	53	54	1	4	11	52	52	2
ceb_g_d454e0d8e0cca25ea757	cea_g_840ec48c2e36c7223d68	0.30	53	48	7	3	12	46	45	2
ceb_g_25736071f1fc7d0ebc60	cea_g_840ec48c2e36c7223d68	0.40	53	52	4	1	19	49	49	3
ceb_g_4af657b20dec6ee45daa	cea_g_840ec48c2e36c7223d68	0.50	53	55	2	5	29	51	51	4
ceb_g_35923e025749d83833e8	cea_g_840ec48c2e36c7223d68	0.60	53	51	7	2	25	46	45	5
ceb_g_6180ce15848d397e3c8a	cea_g_843557416538024361af	0.10	49	47	3	0	8	46	45	1
ceb_g_1029644a3287ad1c2d2b	cea_g_843557416538024361af	0.20	49	50	0	0	10	49	49	1
ceb_g_9f80acb2b6a0287d13be	cea_g_843557416538024361af	0.30	49	48	3	2	11	46	46	2
ceb_g_9bde8bb3a48d2e472fb6	cea_g_843557416538024361af	0.40	49	49	3	1	26	46	46	3
ceb_g_6d81079982b0e2fbab13	cea_g_843557416538024361af	0.50	49	50	3	4	23	46	46	4
ceb_g_a192ae8d7be532d80743	cea_g_843557416538024361af	0.60	49	50	3	1	18	46	46	4
ceb_g_67812756f909bdcfadbd	cea_g_8482cbcd1d1fc8ccf802	0.10	42	43	0	0	2	42	40	1
ceb_g_8af0702f257ac902205b	cea_g_8482cbcd1d1fc8ccf802	0.20	42	41	2	4	9	40	40	1
ceb_g_efa3accff45221fb114c	cea_g_8482cbcd1d1fc8ccf802	0.30	42	40	4	1	12	38	38	2
ceb_g_75343c55c56a87c45911	cea_g_8482cbcd1d1fc8ccf802	0.40	42	42	3	2	19	39	39	3
ceb_g_dc1407997e6c88ae3616	cea_g_8482cbcd1d1fc8ccf802	0.50	42	40	5	2	18	37	37	3
ceb_g_b1086cb9223644d02837	cea_g_8482cbcd1d1fc8ccf802	0.60	42	40	6	4	25	36	35	4
ceb_g_e0fb1d61ea080b13da31	cea_g_84dcb1fd54ba2f553910	0.10	47	47	1	0	7	46	46	1
ceb_g_de2f69a53b828786116e	cea_g_84dcb1fd54ba2f553910	0.20	47	44	4	1	8	43	43	1
ceb_g_fd89f8c84f905e6fe78e	cea_g_84dcb1fd54ba2f553910	0.30	47	47	2	1	15	45	45	2
ceb_g_2ad3e6c80c2099bdd3ec	cea_g_84dcb1fd54ba2f553910	0.40	47	46	4	3	19	43	43	3
ceb_g_1bb4e4cc07bdbc67c1a0	cea_g_84dcb1fd54ba2f553910	0.50	47	46	5	2	22	42	42	4
ceb_g_69d1e4a2f5a0f1dc65ba	cea_g_84dcb1fd54ba2f553910	0.60	47	49	2	4	29	45	45	4
ceb_g_b1d2a522f6498505f7de	cea_g_85c37f376e4847499ddc	0.10	61	62	0	0	8	61	58	1
ceb_g_5788169b5eef765d1ed3	cea_g_85c37f376e4847499ddc	0.20	61	59	4	3	16	57	56	2
ceb_g_288680fc9d4006f48cad	cea_g_85c37f376e4847499ddc	0.30	61	62	2	3	21	59	59	3
ceb_g_39a07b7116385bb67ef7	cea_g_85c37f376e4847499ddc	0.40	61	60	5	1	20	56	56	4
ceb_g_ecbcf6d233c02010632a	cea_g_85c37f376e4847499ddc	0.50	61	63	3	4	31	58	58	5
ceb_g_288b3c1bb596939d1ce8	cea_g_85c37f376e4847499ddc	0.60	61	62	4	6	40	57	57	5
ceb_g_821d92ec3a1ef9d7f547	cea_g_85e8af05d1c9f8553284	0.10	53	54	0	0	4	53	53	1
ceb_g_ad7f6c6a6ad3e85fb30f	cea_g_85e8af05d1c9f8553284	0.20	53	52	3	0	10	50	50	2
ceb_g_8adc11fbacf675170cab	cea_g_85e8af05d1c9f8553284	0.30	53	51	4	3	20	49	49	2
ceb_g_6f7480edc29ee8f1d662	cea_g_85e8af05d1c9f8553284	0.40	53	51	5	1	19	48	48	3
ceb_g_b911a87e8cc4753d5e88	cea_g_85e8af05d1c9f8553284	0.50	53	52	5	2	27	48	48	4
ceb_g_3ed19c003ea474a4de8c	cea_g_85e8af05d1c9f8553284	0.60	53	52	6	6	31	47	46	5
ceb_g_72134929f30fd7cf606a	cea_g_873cad3e2889911c4901	0.10	58	57	2	1	10	56	54	1
ceb_g_d9d2863e3f4d545d4f2b	cea_g_873cad3e2889911c4901	0.20	58	57	3	4	16	55	55	2
ceb_g_c148d7e770dc001a475f	cea_g_873cad3e2889911c4901	0.30	58	58	3	4	16	55	52	3
ceb_g_6b3b7e935071a54db7d8	cea_g_873cad3e2889911c4901	0.40	58	55	6	3	25	52	52	3
ceb_g_4167aad821c5f4d70771	cea_g_873cad3e2889911c4901	0.50	58	52	10	1	24	48	48	4
ceb_g_a72818011b1548ba1d6e	cea_g_873cad3e2889911c4901	0.60	58	58	5	4	30	53	53	5
ceb_g_c2d4789cf28a262f425f	cea_g_874cba9052346bd51755	0.10	53	54	0	0	6	53	53	1
ceb_g_1b1f8467dbc5fea7e899	cea_g_874cba9052346bd51755	0.20	53	48	7	1	9	46	46	2
ceb_g_55d1470d8528b57df4f9	cea_g_874cba9052346bd51755	0.30	53	54	1	3	11	52	52	2
ceb_g_e5577b48cf60117f7938	cea_g_874cba9052346bd51755	0.40	53	50	6	0	22	47	46	3
ceb_g_984a8379f1637302b2de	cea_g_874cba9052346bd51755	0.50	53	51	6	5	25	47	47	4
ceb_g_b38dfb23c9b7b764a32b	cea_g_874cba9052346bd51755	0.60	53	49	9	2	24	44	44	5
ceb_g_8519702e3a765df85fbc	cea_g_874e8c28112fa8d796f8	0.10	61	61	1	2	6	60	59	1
ceb_g_847b2e1285e4987c424d	cea_g_874e8c28112fa8d796f8	0.20	61	59	4	3	13	57	57	2
ceb_g_42ff289c2c3f1f5e8eaf	cea_g_874e8c28112fa8d796f8	0.30	61	63	1	6	17	60	60	3
ceb_g_51b5e74f3073b658362e	cea_g_874e8c28112fa8d796f8	0.40	61	59	6	5	23	55	55	4
ceb_g_3558a646b5da32f587be	cea_g_874e8c28112fa8d796f8	0.50	61	56	10	1	23	51	50	5
ceb_g_099a7a550e5385d00d9b	cea_g_874e8c28112fa8d796f8	0.60	61	60	6	4	37	55	55	5
ceb_g_ae6bdfe65041d3acbe80	cea_g_8758774cc40f66c0e034	0.10	60	59	2	1	7	58	58	1
ceb_g_3a8961b94e70094febe9	cea_g_8758774cc40f66c0e034	0.20	60	62	0	2	11	60	59	2
ceb_g_0822da61905602af8af7	cea_g_8758774cc40f66c0e034	0.30	60	60	3	4	17	57	57	3
ceb_g_07fa3b271cccfe2e6141	cea_g_8758774cc40f66c0e034	0.40	60	62	2	4	25	58	58	4
ceb_g_24d84b472b46f8496dcf	cea_g_8758774cc40f66c0e034	0.50	60	56	8	4	28	52	52	4
ceb_g_6b1ed416207b0f9ebc8b	cea_g_8758774cc40f66c0e034	0.60	60	59	6	9	36	54	54	5
ceb_g_932c7c8e00151080b57e	cea_g_87f608042bb9277d764e	0.10	52	52	1	0	3	51	51	1
ceb_g_035be2581636cccd7413	cea_g_87f608042bb9277d764e	0.20	52	54	0	1	7	52	52	2
ceb_g_08a5f541525686a1fd04	cea_g_87f608042bb9277d764e	0.30	52	50	4	3	6	48	48	2
ceb_g_1d8cd911ad62ce21c138	cea_g_87f608042bb9277d764e	0.40	52	47	8	1	15	44	44	3
ceb_g_4165a193006e843508e5	cea_g_87f608042bb9277d764e	0.50	52	54	2	1	27	50	50	4
ceb_g_cb2989623246501ce775	cea_g_87f608042bb9277d764e	0.60	52	49	8	4	31	44	44	5
ceb_g_b90fdd37398c534e9909	cea_g_87f818fd3b50889ae3e1	0.10	57	58	0	2	7	57	55	1
ceb_g_d953f711cae36214d797	cea_g_87f818fd3b50889ae3e1	0.20	57	58	1	0	10	56	55	2
ceb_g_c21c18cd03932f4a1d65	cea_g_87f818fd3b50889ae3e1	0.30	57	54	6	1	17	51	51	3
ceb_g_528ab069731d09c82e9d	cea_g_87f818fd3b50889ae3e1	0.40	57	56	4	4	24	53	53	3
ceb_g_2c5dd2651cc1e0e5d583	cea_g_87f818fd3b50889ae3e1	0.50	57	60	1	7	27	56	56	4
ceb_g_2e3eb7c5b94311249482	cea_g_87f818fd3b50889ae3e1	0.60	57	58	4	3	41	53	53	5
ceb_g_7b5040a898a5126ac6c6	cea_g_8876657302fcaf005c1a	0.10	42	43	0	2	7	42	40	1
ceb_g_6d576a3a9e84342bc499	cea_g_8876657302fcaf005c1a	0.20	42	42	1	3	9	41	41	1
ceb_g_bd271d5f03b1176d2142	cea_g_8876657302fcaf005c1a	0.30	42	41	3	1	13	39	39	2
ceb_g_d2107228b4479334327f	cea_g_8876657302fcaf005c1a	0.40	42	42	3	4	12	39	39	3
ceb_g_3c2bc33660fa8484695d	cea_g_8876657302fcaf005c1a	0.50	42	38	7	0	17	35	34	3
ceb_g_4550b86c3e71b34a5970	cea_g_8876657302fcaf005c1a	0.60	42	43	3	2	24	39	39	4
ceb_g_c2ab07026e05f7c11fbf	cea_g_88b482debabe93cb7cf9	0.10	56	56	1	1	3	55	52	1
ceb_g_42156837f7bbba268454	cea_g_88b482debabe93cb7cf9	0.20	56	56	2	0	10	54	53	2
ceb_g_c92642ab0a4db98a4f71	cea_g_88b482debabe93cb7cf9	0.30	56	56	3	1	25	53	51	3
ceb_g_40565027f84b42ad2dd3	cea_g_88b482debabe93cb7cf9	0.40	56	52	7	1	18	49	49	3
ceb_g_d15424a2751c41e8eb0b	cea_g_88b482debabe93cb7cf9	0.50	56	52	8	3	21	48	48	4
ceb_g_3a9c217480d060ef73cc	cea_g_88b482debabe93cb7cf9	0.60	56	53	8	6	28	48	47	5
ceb_g_d9aa059158742b7309cd	cea_g_8a8abc9de3bb756e511e	0.10	60	59	2	2	1	58	57	1
ceb_g_81c6b49312bcf5555d87	cea_g_8a8abc9de3bb756e511e	0.20	60	60	2	1	14	58	57	2
ceb_g_a68238a869b8c0c6dd11	cea_g_8a8abc9de3bb756e511e	0.30	60	60	3	5	18	57	57	3
ceb_g_62dcc79f88866501c7c8	cea_g_8a8abc9de3bb756e511e	0.40	60	59	5	5	21	55	55	4
ceb_g_4a83271e7be8236a5217	cea_g_8a8abc9de3bb756e511e	0.50	60	58	6	3	21	54	54	4
ceb_g_48b0e805bc542b454971	cea_g_8a8abc9de3bb756e511e	0.60	60	56	9	5	33	51	51	5
ceb_g_85c53b0d2d17f63abd80	cea_g_8aab389785c5c92f2414	0.10	43	44	0	0	4	43	41	1
ceb_g_4826e42fc57eef9f36cd	cea_g_8aab389785c5c92f2414	0.20	43	41	3	1	10	40	39	1
ceb_g_2863ec2615a7c8922f97	cea_g_8aab389785c5c92f2414	0.30	43	42	3	2	15	40	40	2
ceb_g_2fa52ab98cd7353356d0	cea_g_8aab389785c5c92f2414	0.40	43	43	3	1	17	40	40	3
ceb_g_2e7b32e80ee7aad17259	cea_g_8aab389785c5c92f2414	0.50	43	43	3	2	17	40	40	3
ceb_g_8edda9554a4f90e94108	cea_g_8aab389785c5c92f2414	0.60	43	41	6	5	20	37	36	4
ceb_g_c8f2dfc6dfaf056b8f56	cea_g_8b2fd4920e9fe4d1cd4a	0.10	64	64	1	1	8	63	61	1
ceb_g_9ca1d757c841200d7adf	cea_g_8b2fd4920e9fe4d1cd4a	0.20	64	61	5	1	8	59	57	2
ceb_g_4d691a1b0110421fce9e	cea_g_8b2fd4920e9fe4d1cd4a	0.30	64	64	3	0	15	61	61	3
ceb_g_233441dae947803eb652	cea_g_8b2fd4920e9fe4d1cd4a	0.40	64	62	6	3	20	58	58	4
ceb_g_998b1c7aad4475b420fe	cea_g_8b2fd4920e9fe4d1cd4a	0.50	64	59	10	2	26	54	54	5
ceb_g_cd085af6f80a6529092d	cea_g_8b2fd4920e9fe4d1cd4a	0.60	64	65	5	4	30	59	59	6
ceb_g_78b9a1adf7380f8930b0	cea_g_8b3eb05da78781ea3993	0.10	54	54	1	1	7	53	53	1
ceb_g_aa35c311ba333e8e35f5	cea_g_8b3eb05da78781ea3993	0.20	54	55	1	1	15	53	53	2
ceb_g_36a8401ab7ebc7951b47	cea_g_8b3eb05da78781ea3993	0.30	54	52	4	2	10	50	49	2
ceb_g_fe8e783fba562ff80c31	cea_g_8b3eb05da78781ea3993	0.40	54	56	1	4	19	53	53	3
ceb_g_e8f43ab09578f138ef99	cea_g_8b3eb05da78781ea3993	0.50	54	52	6	9	26	48	48	4
ceb_g_0bb7a7b570237eae086d	cea_g_8b3eb05da78781ea3993	0.60	54	47	12	7	26	42	42	5
ceb_g_6cd4beeb7362e7e8cf46	cea_g_8c2a1b3ae850cee7e082	0.10	51	51	1	1	8	50	50	1
ceb_g_2418ffa0b8ce4111fb45	cea_g_8c2a1b3ae850cee7e082	0.20	51	52	1	3	12	50	49	2
ceb_g_2166d1fc86a7fa4948cd	cea_g_8c2a1b3ae850cee7e082	0.30	51	50	3	2	22	48	48	2
ceb_g_8fef5e351c7777536130	cea_g_8c2a1b3ae850cee7e082	0.40	51	52	2	2	22	49	49	3
ceb_g_0ff4adcde2de683b37bf	cea_g_8c2a1b3ae850cee7e082	0.50	51	49	6	5	23	45	45	4
ceb_g_1e330d494c162383af8b	cea_g_8c2a1b3ae850cee7e082	0.60	51	52	4	5	32	47	47	5
ceb_g_1bf624394a63610940d2	cea_g_8c4c528f138d36c45f1a	0.10	54	54	1	0	9	53	53	1
ceb_g_f40229a78c4770fb527c	cea_g_8c4c528f138d36c45f1a	0.20	54	56	0	1	9	54	54	2
ceb_g_9ab61df84a7b865b181b	cea_g_8c4c528f138d36c45f1a	0.30	54	55	1	4	9	53	52	2
ceb_g_3e3cf7bc333c5de81202	cea_g_8c4c528f138d36c45f1a	0.40	54	55	2	4	17	52	52	3
ceb_g_94f27d53f67fe0089a71	cea_g_8c4c528f138d36c45f1a	0.50	54	51	7	2	21	47	47	4
ceb_g_d6cd0602e71743a255c5	cea_g_8c4c528f138d36c45f1a	0.60	54	55	4	5	30	50	50	5
ceb_g_fe562b4d188f4c4295da	cea_g_8cb3d94d95f845e22f39	0.10	60	61	0	0	10	60	59	1
ceb_g_b8705d6893a27c77f4d5	cea_g_8cb3d94d95f845e22f39	0.20	60	58	4	1	13	56	56	2
ceb_g_28dca68165c26aee0d3a	cea_g_8cb3d94d95f845e22f39	0.30	60	61	2	3	17	58	58	3
ceb_g_3d27a5232fb2f4fafd66	cea_g_8cb3d94d95f845e22f39	0.40	60	56	8	5	23	52	52	4
ceb_g_60335e296a7ce0d47bf9	cea_g_8cb3d94d95f845e22f39	0.50	60	60	4	2	30	56	56	4
ceb_g_199a4ebc908fb744a830	cea_g_8cb3d94d95f845e22f39	0.60	60	58	7	6	32	53	53	5
ceb_g_4e29fdf21a9f05582b7d	cea_g_8ccf52d3a99d3956a4fe	0.10	65	66	0	1	10	65	63	1
ceb_g_b095d4699a27e9eba03b	cea_g_8ccf52d3a99d3956a4fe	0.20	65	64	3	0	8	62	62	2
ceb_g_c15ce32a7d782895ddc8	cea_g_8ccf52d3a99d3956a4fe	0.30	65	64	4	3	19	61	60	3
ceb_g_94fe6aa1c8cdc414ef95	cea_g_8ccf52d3a99d3956a4fe	0.40	65	60	9	3	23	56	56	4
ceb_g_d7eab0fdf83dddc0f373	cea_g_8ccf52d3a99d3956a4fe	0.50	65	60	10	1	33	55	54	5
ceb_g_92c135e727ea47cdd6fd	cea_g_8ccf52d3a99d3956a4fe	0.60	65	65	6	9	33	59	59	6
ceb_g_e2c8e64272169e65c0c3	cea_g_8d3fdfde56cf9d68f3a6	0.10	54	54	1	1	6	53	51	1
ceb_g_bb4b663ef50136c26537	cea_g_8d3fdfde56cf9d68f3a6	0.20	54	56	0	4	13	54	51	2
ceb_g_09429ed2639974cf011d	cea_g_8d3fdfde56cf9d68f3a6	0.30	54	54	2	2	15	52	52	2
ceb_g_bf41b4eadf0367db9380	cea_g_8d3fdfde56cf9d68f3a6	0.40	54	52	5	7	21	49	49	3
ceb_g_8e6d8dcacdc6653c5812	cea_g_8d3fdfde56cf9d68f3a6	0.50	54	54	4	4	25	50	50	4
ceb_g_1116d4a6412e8377f014	cea_g_8d3fdfde56cf9d68f3a6	0.60	54	55	4	4	29	50	50	5
ceb_g_5ad7df8aba38619b4fee	cea_g_8ddcf79f2f8dcf0cb3c3	0.10	63	61	3	0	11	60	59	1
ceb_g_63982bfcf8024e516bcb	cea_g_8ddcf79f2f8dcf0cb3c3	0.20	63	64	1	6	9	62	61	2
ceb_g_ae584f20d55bb021a119	cea_g_8ddcf79f2f8dcf0cb3c3	0.30	63	60	6	1	21	57	56	3
ceb_g_febd989189e6831883b0	cea_g_8ddcf79f2f8dcf0cb3c3	0.40	63	62	5	1	26	58	58	4
ceb_g_ae954fcd1dd935ea9334	cea_g_8ddcf79f2f8dcf0cb3c3	0.50	63	63	5	7	27	58	57	5
ceb_g_8c706701310c06a41b17	cea_g_8ddcf79f2f8dcf0cb3c3	0.60	63	63	6	4	33	57	57	6
ceb_g_4523508d0cfdc6c7647a	cea_g_8deb78261b566ed98784	0.10	55	54	2	2	3	53	52	1
ceb_g_1d10adf101fdfc49c242	cea_g_8deb78261b566ed98784	0.20	55	57	0	3	13	55	54	2
ceb_g_bd1fd87eba34fa02f03d	cea_g_8deb78261b566ed98784	0.30	55	53	4	0	17	51	51	2
ceb_g_a0a97ec42bb27a6ed4a1	cea_g_8deb78261b566ed98784	0.40	55	58	0	3	17	55	55	3
ceb_g_35b62d9154a259af4f23	cea_g_8deb78261b566ed98784	0.50	55	54	5	5	26	50	50	4
ceb_g_9993b97b3067e5088dec	cea_g_8deb78261b566ed98784	0.60	55	56	4	7	30	51	51	5
ceb_g_b872cb3cb0a4979d6189	cea_g_8e4a3acab5075525951e	0.10	63	62	2	1	9	61	61	1
ceb_g_0a693683727fbe3a3e1a	cea_g_8e4a3acab5075525951e	0.20	63	64	1	2	10	62	62	2
ceb_g_2a40dacbfefc05b7e61e	cea_g_8e4a3acab5075525951e	0.30	63	58	8	0	16	55	55	3
ceb_g_fe5a6ab2c6dc7506dd19	cea_g_8e4a3acab5075525951e	0.40	63	64	3	4	34	60	59	4
ceb_g_eae5053ed5a9ae283120	cea_g_8e4a3acab5075525951e	0.50	63	62	6	3	26	57	57	5
ceb_g_74ee1b4e754023ebc7cf	cea_g_8e4a3acab5075525951e	0.60	63	64	5	1	31	58	58	6
ceb_g_9a329fce0cbba4fa9e54	cea_g_8e872fa0bb857b38419f	0.10	47	47	1	0	3	46	46	1
ceb_g_80adbb01a8fb622be62f	cea_g_8e872fa0bb857b38419f	0.20	47	48	0	3	5	47	46	1
ceb_g_590ca58b020162c16e5b	cea_g_8e872fa0bb857b38419f	0.30	47	47	2	5	11	45	45	2
ceb_g_5e91919bdf3408614616	cea_g_8e872fa0bb857b38419f	0.40	47	47	3	2	19	44	44	3
ceb_g_ca3226ead50bd634b081	cea_g_8e872fa0bb857b38419f	0.50	47	48	3	3	26	44	44	4
ceb_g_4cf76c53dff97bf322fb	cea_g_8e872fa0bb857b38419f	0.60	47	46	5	3	24	42	42	4
ceb_g_210d88895f147093efe2	cea_g_8e908ad8e5a27a2ca104	0.10	50	50	1	0	2	49	49	1
ceb_g_892756e57d735081a80c	cea_g_8e908ad8e5a27a2ca104	0.20	50	50	2	1	10	48	48	2
ceb_g_d6414ec0ef9949848262	cea_g_8e908ad8e5a27a2ca104	0.30	50	50	2	2	22	48	48	2
ceb_g_515b7d4ca7176dfae62d	cea_g_8e908ad8e5a27a2ca104	0.40	50	47	6	3	16	44	44	3
ceb_g_68b53fb155fd10ec25b6	cea_g_8e908ad8e5a27a2ca104	0.50	50	48	6	6	22	44	44	4
ceb_g_d56a4375ed227aef44a8	cea_g_8e908ad8e5a27a2ca104	0.60	50	47	7	6	26	43	43	4
ceb_g_23c946871212e0f4412e	cea_g_8f1f9e1a9e861130ba5c	0.10	44	44	1	1	0	43	42	1
ceb_g_6fbb8d8c561c6e507e14	cea_g_8f1f9e1a9e861130ba5c	0.20	44	45	0	3	7	44	43	1
ceb_g_690e1e419f713a12bd4e	cea_g_8f1f9e1a9e861130ba5c	0.30	44	43	3	4	12	41	41	2
ceb_g_61178d0dc4975eea1e8a	cea_g_8f1f9e1a9e861130ba5c	0.40	44	43	4	2	13	40	40	3
ceb_g_6ffe888aeacdef21c711	cea_g_8f1f9e1a9e861130ba5c	0.50	44	42	5	4	21	39	39	3
ceb_g_c1a1e61de4c9de02cc8e	cea_g_8f1f9e1a9e861130ba5c	0.60	44	41	7	2	21	37	37	4
ceb_g_559877a2faf9f8a03352	cea_g_8feae5d3329a6191a9d0	0.10	53	54	0	1	4	53	52	1
ceb_g_400ddb9b15180a0a73b6	cea_g_8feae5d3329a6191a9d0	0.20	53	54	1	0	9	52	52	2
ceb_g_e4bbb197b02257c49265	cea_g_8feae5d3329a6191a9d0	0.30	53	53	2	4	11	51	51	2
ceb_g_864f4530f22a9a9468e5	cea_g_8feae5d3329a6191a9d0	0.40	53	50	6	4	20	47	47	3
ceb_g_72140a31dfbc83493e56	cea_g_8feae5d3329a6191a9d0	0.50	53	52	5	3	25	48	47	4
ceb_g_f3af1dcbf97886ee6b85	cea_g_8feae5d3329a6191a9d0	0.60	53	51	7	3	28	46	46	5
ceb_g_44d614e1960d4f4b6300	cea_g_90a06e456a32acf2bbcb	0.10	64	63	2	2	5	62	60	1
ceb_g_9e02b6cf82cda5267a5b	cea_g_90a06e456a32acf2bbcb	0.20	64	60	6	0	7	58	57	2
ceb_g_c965d5735ed30e6a655e	cea_g_90a06e456a32acf2bbcb	0.30	64	64	3	2	14	61	61	3
ceb_g_0f3656cf99655fa6a0ed	cea_g_90a06e456a32acf2bbcb	0.40	64	65	3	4	24	61	61	4
ceb_g_dcd81d76b5c1e5d29ee8	cea_g_90a06e456a32acf2bbcb	0.50	64	63	6	7	33	58	58	5
ceb_g_6d5143d50a4338d55ece	cea_g_90a06e456a32acf2bbcb	0.60	64	67	3	2	44	61	60	6
ceb_g_0a8afa7ec8ad4a0742cb	cea_g_90d1579eea7916010d72	0.10	48	49	0	1	1	48	48	1
ceb_g_4ffd67c894335a532757	cea_g_90d1579eea7916010d72	0.20	48	47	2	3	12	46	46	1
ceb_g_f338aed85ef04e70de77	cea_g_90d1579eea7916010d72	0.30	48	47	3	2	12	45	45	2
ceb_g_16377fe80edba7dfd590	cea_g_90d1579eea7916010d72	0.40	48	50	1	3	16	47	47	3
ceb_g_233bd70494c895ad924a	cea_g_90d1579eea7916010d72	0.50	48	45	7	4	19	41	41	4
ceb_g_cfc70769172c5d842838	cea_g_90d1579eea7916010d72	0.60	48	47	5	2	25	43	43	4
ceb_g_6d3714fddfc71cc714b0	cea_g_90eb4ffd9f1bce949a6d	0.10	43	44	0	1	6	43	43	1
ceb_g_59278e712dad7ee4ff84	cea_g_90eb4ffd9f1bce949a6d	0.20	43	43	1	0	10	42	42	1
ceb_g_f9f016563efe91211bc9	cea_g_90eb4ffd9f1bce949a6d	0.30	43	43	2	1	14	41	41	2
ceb_g_121b93d4e19adb8f4e84	cea_g_90eb4ffd9f1bce949a6d	0.40	43	43	3	1	17	40	40	3
ceb_g_58be91e58eba94e66b8f	cea_g_90eb4ffd9f1bce949a6d	0.50	43	41	5	1	17	38	38	3
ceb_g_536de3bf96ed854cedd5	cea_g_90eb4ffd9f1bce949a6d	0.60	43	41	6	6	26	37	37	4
ceb_g_951381a3b81c908c6247	cea_g_90f244895312ddef2139	0.10	43	43	1	0	3	42	42	1
ceb_g_f2b6386dff707d4e2dfc	cea_g_90f244895312ddef2139	0.20	43	43	1	0	7	42	42	1
ceb_g_887fda396b5669b35679	cea_g_90f244895312ddef2139	0.30	43	44	1	1	12	42	42	2
ceb_g_dfe8215a5fe3e4b3731a	cea_g_90f244895312ddef2139	0.40	43	43	3	2	18	40	40	3
ceb_g_0ef3e9eefbdfa1277dfb	cea_g_90f244895312ddef2139	0.50	43	39	7	0	13	36	36	3
ceb_g_717b0f73f26aa686a6c8	cea_g_90f244895312ddef2139	0.60	43	43	4	3	26	39	38	4
ceb_g_0af188e4578b82b70133	cea_g_9148303d237a957f220b	0.10	45	46	0	0	2	45	44	1
ceb_g_c2fc8333672b86c9f16f	cea_g_9148303d237a957f220b	0.20	45	44	2	1	7	43	43	1
ceb_g_941f0a7823f4b5953e01	cea_g_9148303d237a957f220b	0.30	45	44	3	4	12	42	42	2
ceb_g_968ad38c54101a9df7a3	cea_g_9148303d237a957f220b	0.40	45	43	5	2	11	40	40	3
ceb_g_a4f4bf530930d962737f	cea_g_9148303d237a957f220b	0.50	45	46	2	3	20	43	42	3
ceb_g_999b7dd9be92fe1afa89	cea_g_9148303d237a957f220b	0.60	45	46	3	7	30	42	42	4
ceb_g_c486d7545363af4f1438	cea_g_918f5ceadd8a93ba2052	0.10	49	49	1	0	6	48	48	1
ceb_g_17fd08f9dc9b62c6256a	cea_g_918f5ceadd8a93ba2052	0.20	49	48	2	1	7	47	47	1
ceb_g_1ade65160d361770b825	cea_g_918f5ceadd8a93ba2052	0.30	49	46	5	1	15	44	43	2
ceb_g_32fac20794e24c8fd2a7	cea_g_918f5ceadd8a93ba2052	0.40	49	48	4	4	14	45	45	3
ceb_g_5d294aecebe1f7ea8a90	cea_g_918f5ceadd8a93ba2052	0.50	49	50	3	5	24	46	46	4
ceb_g_ba3ead5017c0fe27ffd5	cea_g_918f5ceadd8a93ba2052	0.60	49	47	6	4	26	43	43	4
ceb_g_8e4c49ac75ec96bf7502	cea_g_9231398e41d05564b56b	0.10	44	44	1	0	3	43	41	1
ceb_g_f36b014ecd696f97ba3a	cea_g_9231398e41d05564b56b	0.20	44	42	3	1	7	41	41	1
ceb_g_31467d7c49276bddca72	cea_g_9231398e41d05564b56b	0.30	44	38	8	4	11	36	36	2
ceb_g_e5ae2172cbdb952d26cf	cea_g_9231398e41d05564b56b	0.40	44	43	4	3	14	40	39	3
ceb_g_2f4470a07eb94504d292	cea_g_9231398e41d05564b56b	0.50	44	39	8	2	16	36	36	3
ceb_g_6ea81dd63e3577265e84	cea_g_9231398e41d05564b56b	0.60	44	40	8	2	22	36	36	4
ceb_g_5f50e887ed2d85ce1c01	cea_g_923538b97f26d734ad0d	0.10	60	60	1	2	5	59	59	1
ceb_g_0640601ee7a1db0788d9	cea_g_923538b97f26d734ad0d	0.20	60	59	3	0	12	57	56	2
ceb_g_6912379854d7c788dc5d	cea_g_923538b97f26d734ad0d	0.30	60	60	3	3	20	57	56	3
ceb_g_ee0173e90e04ddc8a3f9	cea_g_923538b97f26d734ad0d	0.40	60	59	5	4	17	55	55	4
ceb_g_b2772f2e547f5428656c	cea_g_923538b97f26d734ad0d	0.50	60	59	5	6	32	55	55	4
ceb_g_ec5020d5ccea3fcb97cd	cea_g_923538b97f26d734ad0d	0.60	60	57	8	6	32	52	52	5
ceb_g_43127b0ead44776477b4	cea_g_928c285d4d7f207a47f1	0.10	60	60	1	2	6	59	57	1
ceb_g_c4f1094c8489d781ff8c	cea_g_928c285d4d7f207a47f1	0.20	60	60	2	3	11	58	58	2
ceb_g_aabc29a0e7b49c11328c	cea_g_928c285d4d7f207a47f1	0.30	60	60	3	2	13	57	57	3
ceb_g_d4e4377e913c1648f684	cea_g_928c285d4d7f207a47f1	0.40	60	60	4	5	25	56	56	4
ceb_g_4aa610401b46cfab7c27	cea_g_928c285d4d7f207a47f1	0.50	60	54	10	6	34	50	49	4
ceb_g_40859cea77ac24246210	cea_g_928c285d4d7f207a47f1	0.60	60	52	13	2	31	47	46	5
ceb_g_46a4c92085a5bb26f442	cea_g_92a4aa3cfd0e18b59805	0.10	51	50	2	0	5	49	49	1
