group_id	base_group_id	perturbation_level	base_sessions	output_sessions	dropped_sessions	substituted_sessions	rotated_endpoints	jittered_sessions	payload_changed_sessions	background_sessions
ceb_g_0df4138126a67409bf9c	cea_g_744028dbd4d8eda34f6d	0.10	57	57	1	1	2	56	56	1
ceb_g_933c8a4533030c8bf89b	cea_g_744028dbd4d8eda34f6d	0.20	57	57	2	1	12	55	55	2
ceb_g_78ed27c4a2d921468643	cea_g_744028dbd4d8eda34f6d	0.30	57	55	5	3	16	52	51	3
ceb_g_a52db45f494185fe62ba	cea_g_744028dbd4d8eda34f6d	0.40	57	51	9	3	19	48	48	3
ceb_g_5af4dcaa70709e79df01	cea_g_744028dbd4d8eda34f6d	0.50	57	57	4	4	26	53	52	4
ceb_g_62e80ee1fecc58114109	cea_g_744028dbd4d8eda34f6d	0.60	57	59	3	4	37	54	54	5
ceb_g_6f53f15798fbd4841a19	cea_g_74aeb4313434701f3563	0.10	63	64	0	3	13	63	62	1
ceb_g_7bbadb957105a35dc7b7	cea_g_74aeb4313434701f3563	0.20	63	64	1	1	3	62	61	2
ceb_g_9529bbcb8386ddbb36aa	cea_g_74aeb4313434701f3563	0.30	63	63	3	3	14	60	60	3
ceb_g_6d8fc719c300730b4a1c	cea_g_74aeb4313434701f3563	0.40	63	59	8	9	22	55	55	4
ceb_g_d722ed6fea1254487405	cea_g_74aeb4313434701f3563	0.50	63	62	6	4	25	57	56	5
ceb_g_37c03e1092f22d04f2cf	cea_g_74aeb4313434701f3563	0.60	63	55	14	4	32	49	49	6
ceb_g_7d019ca75f862be9daf8	cea_g_75823875a75e0abf18f8	0.10	57	58	0	1	4	57	57	1
ceb_g_c6421c3540185e5d0d1c	cea_g_75823875a75e0abf18f8	0.20	57	59	0	0	12	57	56	2
ceb_g_5f65e163a2cb3a8f08a0	cea_g_75823875a75e0abf18f8	0.30	57	60	0	3	17	57	57	3
ceb_g_c1d8ad960a0d2fd18d8c	cea_g_75823875a75e0abf18f8	0.40	57	53	7	5	15	50	49	3
ceb_g_3751716d7610c12fa4dc	cea_g_75823875a75e0abf18f8	0.50	57	55	6	6	27	51	51	4
ceb_g_852045d98b79ddc6ac31	cea_g_75823875a75e0abf18f8	0.60	57	55	7	7	32	50	50	5
ceb_g_78227ed2862a4f550265	cea_g_75bf186af1ba1c6e6152	0.10	56	57	0	0	2	56	56	1
ceb_g_3ae950766c615a996982	cea_g_75bf186af1ba1c6e6152	0.20	56	57	1	2	11	55	54	2
ceb_g_e897100eb28c44925bcc	cea_g_75bf186af1ba1c6e6152	0.30	56	56	3	1	12	53	52	3
ceb_g_c336a0d647fe21f83f49	cea_g_75bf186af1ba1c6e6152	0.40	56	59	0	3	22	56	56	3
ceb_g_8518cc0c4a2acfca0dda	cea_g_75bf186af1ba1c6e6152	0.50	56	49	11	9	29	45	45	4
ceb_g_9fdb1d23037f2b50081b	cea_g_75bf186af1ba1c6e6152	0.60	56	55	6	4	28	50	50	5
ceb_g_2d172938004b329fdb83	cea_g_7643abbe780b37b2b374	0.10	55	56	0	0	0	55	53	1
ceb_g_7ae04bf863ebe4d8f9b3	cea_g_7643abbe780b37b2b374	0.20	55	55	2	5	10	53	53	2
ceb_g_1bd789ffa90c8908f54f	cea_g_7643abbe780b37b2b374	0.30	55	52	5	2	11	50	50	2
ceb_g_8e6e403408506eabb69d	cea_g_7643abbe780b37b2b374	0.40	55	54	4	2	19	51	51	3
ceb_g_b1652c08887b5f74230c	cea_g_7643abbe780b37b2b374	0.50	55	56	3	4	31	52	52	4
ceb_g_0adef803ab7e67386c81	cea_g_7643abbe780b37b2b374	0.60	55	52	8	5	29	47	47	5
ceb_g_ca318a9f0400fb7e2137	cea_g_764f28a958b1276d115d	0.10	46	46	1	0	2	45	44	1
ceb_g_9b55febe388274b19bf6	cea_g_764f28a958b1276d115d	0.20	46	45	2	2	10	44	44	1
ceb_g_262f8f52a4502533eec1	cea_g_764f28a958b1276d115d	0.30	46	44	4	2	11	42	42	2
ceb_g_b68f4b3b52784bca644e	cea_g_764f28a958b1276d115d	0.40	46	44	5	0	16	41	41	3
ceb_g_38ac0220702e5677f246	cea_g_764f28a958b1276d115d	0.50	46	43	6	8	20	40	40	3
ceb_g_9eaabd8e938b999593f1	cea_g_764f28a958b1276d115d	0.60	46	46	4	2	20	42	41	4
ceb_g_063c948f8e8bd41b12b7	cea_g_7722f72eb2743d87335c	0.10	63	64	0	0	8	63	62	1
ceb_g_415bfda504bccb028438	cea_g_7722f72eb2743d87335c	0.20	63	63	2	0	12	61	60	2
ceb_g_b0720eaec4cf106e3b6a	cea_g_7722f72eb2743d87335c	0.30	63	61	5	5	26	58	57	3
ceb_g_73f563ad901b617a77f2	cea_g_7722f72eb2743d87335c	0.40	63	60	7	2	25	56	56	4
ceb_g_7bc451ee3cfdf4c5701f	cea_g_7722f72eb2743d87335c	0.50	63	61	7	3	28	56	56	5
ceb_g_01475034b0e93f6bd852	cea_g_7722f72eb2743d87335c	0.60	63	61	8	3	33	55	55	6
ceb_g_bd75eaaf2bffecebc4a2	cea_g_772300a6fea60e009344	0.10	55	55	1	1	10	54	52	1
ceb_g_a87610672d589e546441	cea_g_772300a6fea60e009344	0.20	55	54	3	4	12	52	51	2
ceb_g_1ada29eb55606fac6c0f	cea_g_772300a6fea60e009344	0.30	55	54	3	0	13	52	51	2
ceb_g_2cdeb4277a3b9767c196	cea_g_772300a6fea60e009344	0.40	55	55	3	5	13	52	52	3
ceb_g_a3e774da33be15b2c14f	cea_g_772300a6fea60e009344	0.50	55	56	3	3	25	52	51	4
ceb_g_b934a5efb369ebd64d0b	cea_g_772300a6fea60e009344	0.60	55	55	5	4	38	50	50	5
ceb_g_ad9dfc1fa35efaa7605f	cea_g_7763c116f0709d58971b	0.10	57	57	1	2	8	56	56	1
ceb_g_adc2fb555cf915ee6eb8	cea_g_7763c116f0709d58971b	0.20	57	58	1	1	17	56	56	2
ceb_g_49484bfbd6568a6d03b3	cea_g_7763c116f0709d58971b	0.30	57	58	2	7	22	55	54	3
ceb_g_9fedec2d3ba6c0ee1e94	cea_g_7763c116f0709d58971b	0.40	57	57	3	5	16	54	54	3
ceb_g_2ed575998551397322e5	cea_g_7763c116f0709d58971b	0.50	57	58	3	6	23	54	54	4
ceb_g_703e5c3186fa6dc22695	cea_g_7763c116f0709d58971b	0.60	57	54	8	4	29	49	49	5
ceb_g_4ea5ff80e6e314c323f6	cea_g_77b9164ae885e0727326	0.10	51	52	0	0	3	51	50	1
ceb_g_82ca0031eaa306e7bdf5	cea_g_77b9164ae885e0727326	0.20	51	50	3	2	11	48	47	2
ceb_g_7ab3c03fb16d02f6f6b0	cea_g_77b9164ae885e0727326	0.30	51	51	2	4	8	49	49	2
ceb_g_2b5a9b32e1a6ef0ef344	cea_g_77b9164ae885e0727326	0.40	51	49	5	4	20	46	46	3
ceb_g_8af5f3cb61a95b08d551	cea_g_77b9164ae885e0727326	0.50	51	50	5	4	22	46	46	4
ceb_g_29f5a6b33c31083a5880	cea_g_77b9164ae885e0727326	0.60	51	53	3	4	32	48	48	5
ceb_g_81fa665139bf3df5c664	cea_g_77d695b1ea71b020cf46	0.10	46	46	1	2	2	45	44	1
ceb_g_2ecfd62d98d52c59cf9c	cea_g_77d695b1ea71b020cf46	0.20	46	44	3	0	6	43	43	1
ceb_g_c8859cb1bfb2f7419695	cea_g_77d695b1ea71b020cf46	0.30	46	44	4	3	11	42	42	2
ceb_g_69c6b2fedec7e66c193d	cea_g_77d695b1ea71b020cf46	0.40	46	45	4	2	13	42	42	3
ceb_g_4564a483240cbb6b2b07	cea_g_77d695b1ea71b020cf46	0.50	46	44	5	3	18	41	41	3
ceb_g_00a1726ab38a978cd260	cea_g_77d695b1ea71b020cf46	0.60	46	45	5	3	24	41	41	4
ceb_g_908f8f1b2426a1155368	cea_g_783b2a7c2f882f9911a7	0.10	62	61	2	0	2	60	60	1
ceb_g_ec70ceed7fc150e4f621	cea_g_783b2a7c2f882f9911a7	0.20	62	60	4	5	19	58	57	2
ceb_g_f0d23b1ce2419ae742b0	cea_g_783b2a7c2f882f9911a7	0.30	62	63	2	1	24	60	59	3
ceb_g_f952538beb271e07013e	cea_g_783b2a7c2f882f9911a7	0.40	62	59	7	0	27	55	55	4
ceb_g_f33637bc09cabf1e223b	cea_g_783b2a7c2f882f9911a7	0.50	62	60	7	3	29	55	54	5
ceb_g_034857650a169d38597f	cea_g_783b2a7c2f882f9911a7	0.60	62	63	5	5	31	57	56	6
ceb_g_652464e4497daad045d4	cea_g_783b99c48e0b31eb3910	0.10	56	55	2	0	5	54	54	1
ceb_g_d0e55baf9ed123b19b08	cea_g_783b99c48e0b31eb3910	0.20	56	58	0	1	13	56	55	2
ceb_g_ddc500c3c3bf8ceda684	cea_g_783b99c48e0b31eb3910	0.30	56	52	7	2	12	49	49	3
ceb_g_7a87ae861a72a3d17393	cea_g_783b99c48e0b31eb3910	0.40	56	55	4	6	18	52	52	3
ceb_g_9696fb811574bf43dce6	cea_g_783b99c48e0b31eb3910	0.50	56	53	7	0	16	49	48	4
ceb_g_55117f8feafac02c2dbe	cea_g_783b99c48e0b31eb3910	0.60	56	52	9	5	25	47	47	5
ceb_g_d912e608ebf458cad70d	cea_g_78e9189aeca530583f0b	0.10	60	60	1	0	9	59	57	1
ceb_g_d8b4d1fc7dbdef9f4c58	cea_g_78e9189aeca530583f0b	0.20	60	61	1	2	8	59	58	2
ceb_g_60081ffafe2ea920ff37	cea_g_78e9189aeca530583f0b	0.30	60	61	2	2	17	58	58	3
ceb_g_af4bdf0d7dd0036bcdce	cea_g_78e9189aeca530583f0b	0.40	60	56	8	1	22	52	52	4
ceb_g_bf38c68fdb3ee365030e	cea_g_78e9189aeca530583f0b	0.50	60	54	10	5	35	50	50	4
ceb_g_b13a065c44d3311e11eb	cea_g_78e9189aeca530583f0b	0.60	60	57	8	5	33	52	52	5
ceb_g_c9a0680feb654e0c8acb	cea_g_7ab479338ae8fe0ece28	0.10	67	68	0	1	3	67	64	1
ceb_g_fd67b3d07cf4e4e1b29d	cea_g_7ab479338ae8fe0ece28	0.20	67	69	0	1	15	67	67	2
ceb_g_4c384957401beb62f16c	cea_g_7ab479338ae8fe0ece28	0.30	67	67	3	2	23	64	63	3
ceb_g_09dca228bf1f6f05b5f9	cea_g_7ab479338ae8fe0ece28	0.40	67	64	7	5	20	60	60	4
ceb_g_de826a38520eb24c7e1b	cea_g_7ab479338ae8fe0ece28	0.50	67	66	6	5	23	61	59	5
ceb_g_420bef34b922dff47d34	cea_g_7ab479338ae8fe0ece28	0.60	67	63	10	6	32	57	56	6
ceb_g_faf2cc12aa10730f8845	cea_g_7b07da79bcbd234c7c1e	0.10	56	57	0	0	10	56	53	1
ceb_g_273e4e3143ae9d8cd5c7	cea_g_7b07da79bcbd234c7c1e	0.20	56	56	2	2	6	54	53	2
ceb_g_57e0894b9b4fbcad0e32	cea_g_7b07da79bcbd234c7c1e	0.30	56	55	4	6	19	52	51	3
ceb_g_2a4ae78cc867047c5edc	cea_g_7b07da79bcbd234c7c1e	0.40	56	55	4	2	21	52	51	3
ceb_g_357091510653fb093dc9	cea_g_7b07da79bcbd234c7c1e	0.50	56	54	6	4	24	50	49	4
ceb_g_60993769797cc4981972	cea_g_7b07da79bcbd234c7c1e	0.60	56	55	6	3	25	50	50	5
ceb_g_6b54fe9e77518e3bbfcc	cea_g_7b33878f110ef322c1f7	0.10	58	59	0	0	2	58	57	1
ceb_g_3dad89f5a7bf618cc256	cea_g_7b33878f110ef322c1f7	0.20	58	58	2	3	13	56	56	2
ceb_g_5e9a58ee88853680f9dd	cea_g_7b33878f110ef322c1f7	0.30	58	56	5	3	14	53	52	3
ceb_g_54b1f907f17c2b27d95e	cea_g_7b33878f110ef322c1f7	0.40	58	55	6	2	15	52	52	3
ceb_g_89280b23728380245ea6	cea_g_7b33878f110ef322c1f7	0.50	58	57	5	6	28	53	53	4
ceb_g_724fba746a7ba5ebab5d	cea_g_7b33878f110ef322c1f7	0.60	58	54	9	4	30	49	49	5
ceb_g_4a9490e1244650a6b06a	cea_g_7c0d7c70bea6356de225	0.10	60	59	2	1	5	58	54	1
ceb_g_16c365b15d156db38c8a	cea_g_7c0d7c70bea6356de225	0.20	60	58	4	1	13	56	54	2
ceb_g_18dc3cd1323dd8fc42a3	cea_g_7c0d7c70bea6356de225	0.30	60	56	7	3	11	53	51	3
ceb_g_6fbd1d9d4d4af17a85cd	cea_g_7c0d7c70bea6356de225	0.40	60	61	3	5	19	57	57	4
ceb_g_f5be6c12697bd0ff852e	cea_g_7c0d7c70bea6356de225	0.50	60	59	5	4	33	55	55	4
ceb_g_996519c27607b384aeae	cea_g_7c0d7c70bea6356de225	0.60	60	54	11	3	30	49	49	5
ceb_g_2de6b725280d560c5a59	cea_g_7c9d69bb6e2828b3ffec	0.10	44	45	0	2	5	44	43	1
ceb_g_da956c58554a9fc6ff40	cea_g_7c9d69bb6e2828b3ffec	0.20	44	44	1	1	8	43	42	1
ceb_g_4becf4aae7e625f1adfb	cea_g_7c9d69bb6e2828b3ffec	0.30	44	45	1	2	14	43	43	2
ceb_g_f3947415a9938463fcf4	cea_g_7c9d69bb6e2828b3ffec	0.40	44	42	5	5	15	39	39	3
ceb_g_3ce6237d1d463ae45264	cea_g_7c9d69bb6e2828b3ffec	0.50	44	42	5	2	19	39	39	3
ceb_g_a1a6a79a8c3fcb084b85	cea_g_7c9d69bb6e2828b3ffec	0.60	44	44	4	4	24	40	40	4
ceb_g_6445456d907771c6b153	cea_g_7ce4859fad4a9f834657	0.10	62	62	1	0	5	61	60	1
ceb_g_8df55674df7397f4a4bf	cea_g_7ce4859fad4a9f834657	0.20	62	61	3	1	17	59	59	2
ceb_g_86e5772d391976c76c9d	cea_g_7ce4859fad4a9f834657	0.30	62	61	4	2	13	58	57	3
ceb_g_e16511276483f68b848d	cea_g_7ce4859fad4a9f834657	0.40	62	54	12	2	22	50	50	4
ceb_g_35a0c60b90b00b2369d1	cea_g_7ce4859fad4a9f834657	0.50	62	57	10	4	34	52	52	5
ceb_g_3bb4e4b9f8fdbd84d20d	cea_g_7ce4859fad4a9f834657	0.60	62	60	8	5	33	54	54	6
ceb_g_fa0b20f22a76ab72fe16	cea_g_7cfd2ae252a17c0fff07	0.10	53	52	2	1	1	51	51	1
ceb_g_14af612d35ca3d39c10b	cea_g_7cfd2ae252a17c0fff07	0.20	53	53	2	3	6	51	50	2
ceb_g_9cba0825d04457fb08c3	cea_g_7cfd2ae252a17c0fff07	0.30	53	52	3	1	18	50	50	2
ceb_g_d5cca032b7f852593ed3	cea_g_7cfd2ae252a17c0fff07	0.40	53	53	3	4	22	50	50	3
ceb_g_888779b992dacf142f25	cea_g_7cfd2ae252a17c0fff07	0.50	53	46	11	4	24	42	42	4
ceb_g_142abd5eb7200cfc1a9f	cea_g_7cfd2ae252a17c0fff07	0.60	53	52	6	6	31	47	47	5
ceb_g_c26519f427ee53c5f772	cea_g_7d8c4678d51499ec684e	0.10	56	57	0	2	5	56	54	1
ceb_g_dd0c1136de1d7c44bb3f	cea_g_7d8c4678d51499ec684e	0.20	56	56	2	0	8	54	54	2
ceb_g_52a6f54ac151eb8cb21f	cea_g_7d8c4678d51499ec684e	0.30	56	55	4	3	15	52	52	3
ceb_g_bd742f94716778b28616	cea_g_7d8c4678d51499ec684e	0.40	56	55	4	4	16	52	52	3
ceb_g_c0870a5c9df336c48894	cea_g_7d8c4678d51499ec684e	0.50	56	54	6	2	23	50	50	4
ceb_g_aab4cabca3529736f8ce	cea_g_7d8c4678d51499ec684e	0.60	56	56	5	3	32	51	51	5
ceb_g_d3648921450b262b1b86	cea_g_7dfc5ef820f667d41f83	0.10	41	42	0	0	1	41	41	1
ceb_g_3c239b15fc666384fb8b	cea_g_7dfc5ef820f667d41f83	0.20	41	42	0	0	5	41	40	1
ceb_g_09f5f9ab64747b34728e	cea_g_7dfc5ef820f667d41f83	0.30	41	42	1	2	14	40	40	2
ceb_g_8d8d7cd176d75f348a75	cea_g_7dfc5ef820f667d41f83	0.40	41	41	2	2	12	39	39	2
ceb_g_b32bd5ff1ecca8c2aacf	cea_g_7dfc5ef820f667d41f83	0.50	41	38	6	2	16	35	35	3
ceb_g_0408e9f57238f854d109	cea_g_7dfc5ef820f667d41f83	0.60	41	42	3	4	19	38	38	4
ceb_g_9e7bcc3cd6fff5463389	cea_g_7e4a2b9bcbb72b0689b5	0.10	50	51	0	3	3	50	50	1
ceb_g_a81dfd4dfe0e5a68e76f	cea_g_7e4a2b9bcbb72b0689b5	0.20	50	51	1	4	10	49	49	2
ceb_g_0135521680ef1db22f09	cea_g_7e4a2b9bcbb72b0689b5	0.30	50	50	2	1	10	48	48	2
ceb_g_2a03540a17106c2cbb24	cea_g_7e4a2b9bcbb72b0689b5	0.40	50	48	5	4	17	45	45	3
ceb_g_983422729ae24b71329c	cea_g_7e4a2b9bcbb72b0689b5	0.50	50	48	6	1	18	44	44	4
ceb_g_198703fa4805c405a8d1	cea_g_7e4a2b9bcbb72b0689b5	0.60	50	50	4	4	30	46	46	4
ceb_g_73f6b93d855bb66d6fe5	cea_g_7f07c7f8b754dae82269	0.10	50	51	0	1	5	50	49	1
ceb_g_5337d7b06180adb89d49	cea_g_7f07c7f8b754dae82269	0.20	50	51	1	3	12	49	49	2
ceb_g_5478bc45f093fa1fcd6c	cea_g_7f07c7f8b754dae82269	0.30	50	50	2	2	17	48	48	2
ceb_g_8af0476c4cee2be6215f	cea_g_7f07c7f8b754dae82269	0.40	50	45	8	2	17	42	41	3
ceb_g_57fe99e5dc4181126b0e	cea_g_7f07c7f8b754dae82269	0.50	50	50	4	3	26	46	46	4
ceb_g_4a66f7df8fb9ab7e7aec	cea_g_7f07c7f8b754dae82269	0.60	50	47	7	2	28	43	43	4
ceb_g_b065e15c4a383e430e31	cea_g_7f236d653b7e9a80e375	0.10	48	48	1	0	5	47	45	1
ceb_g_7a55f3fbfcdc6dc67041	cea_g_7f236d653b7e9a80e375	0.20	48	48	1	0	12	47	47	1
ceb_g_236bf81d92e92177187c	cea_g_7f236d653b7e9a80e375	0.30	48	45	5	0	10	43	42	2
ceb_g_83092e762bd1c90056c6	cea_g_7f236d653b7e9a80e375	0.40	48	46	5	2	19	43	43	3
ceb_g_a83ef146970759c01b42	cea_g_7f236d653b7e9a80e375	0.50	48	50	2	2	23	46	46	4
ceb_g_1404fc57e9f3ef5e799f	cea_g_7f236d653b7e9a80e375	0.60	48	45	7	2	21	41	41	4
ceb_g_fbd5a7458a312f1d65ec	cea_g_7fe954cf079aa56a9bc9	0.10	53	53	1	1	6	52	51	1
ceb_g_0e84a57af8d07f3751ed	cea_g_7fe954cf079aa56a9bc9	0.20	53	54	1	1	10	52	51	2
ceb_g_0ec116c5a0719d5a06d8	cea_g_7fe954cf079aa56a9bc9	0.30	53	55	0	3	16	53	53	2
ceb_g_57ca2f5044b9d9c42616	cea_g_7fe954cf079aa56a9bc9	0.40	53	52	4	4	18	49	49	3
ceb_g_7bce9f077ea9e535e0a1	cea_g_7fe954cf079aa56a9bc9	0.50	53	50	7	2	20	46	46	4
ceb_g_631e7dc6c2dc0cfcbecc	cea_g_7fe954cf079aa56a9bc9	0.60	53	54	4	5	31	49	49	5
ceb_g_27502bc87104b2cd171b	cea_g_80871f30837e1139ec4a	0.10	46	46	1	2	2	45	45	1
ceb_g_7155a364544478b64ab0	cea_g_80871f30837e1139ec4a	0.20	46	42	5	0	8	41	40	1
ceb_g_d6717926433a1c0bb541	cea_g_80871f30837e1139ec4a	0.30	46	44	4	5	13	42	42	2
ceb_g_b9da16b11bfed9e84a71	cea_g_80871f30837e1139ec4a	0.40	46	44	5	2	16	41	41	3
ceb_g_e1d5f9698b49b5726ce3	cea_g_80871f30837e1139ec4a	0.50	46	43	6	4	17	40	40	3
ceb_g_932cb384600df78e9091	cea_g_80871f30837e1139ec4a	0.60	46	42	8	6	18	38	38	4
ceb_g_6dd1feb9d97a34bfc0a7	cea_g_809a36a27fe50e87cdd4	0.10	61	61	1	0	6	60	59	1
ceb_g_0e2ec6e0920e1193e7c5	cea_g_809a36a27fe50e87cdd4	0.20	61	61	2	0	12	59	57	2
ceb_g_07ccc2ebe7cea7b777f7	cea_g_809a36a27fe50e87cdd4	0.30	61	57	7	0	19	54	54	3
ceb_g_c3933af5cc3acf39dc45	cea_g_809a36a27fe50e87cdd4	0.40	61	61	4	4	30	57	56	4
ceb_g_5449f66807490977f7f4	cea_g_809a36a27fe50e87cdd4	0.50	61	62	4	3	26	57	57	5
ceb_g_285f4beee7981deaa84b	cea_g_809a36a27fe50e87cdd4	0.60	61	59	7	8	40	54	54	5
ceb_g_eca151fc602cd50ccf82	cea_g_81d40814d63fc3cd4d4a	0.10	41	41	1	3	6	40	40	1
ceb_g_994b78161bf85379052e	cea_g_81d40814d63fc3cd4d4a	0.20	41	40	2	1	11	39	39	1
ceb_g_49550b5d7bf688c58276	cea_g_81d40814d63fc3cd4d4a	0.30	41	40	3	2	10	38	38	2
ceb_g_09ab9f9bec61d69ee171	cea_g_81d40814d63fc3cd4d4a	0.40	41	41	2	3	16	39	39	2
ceb_g_0896c3ed64eb089a4c9b	cea_g_81d40814d63fc3cd4d4a	0.50	41	43	1	2	15	40	40	3
ceb_g_829a1e567012741dcf9a	cea_g_81d40814d63fc3cd4d4a	0.60	41	42	3	5	25	38	37	4
ceb_g_08d1058e2801f0efa146	cea_g_8203551b9ecd0985c174	0.10	61	59	3	2	4	58	57	1
ceb_g_b5aaca34ae41e3070ddb	cea_g_8203551b9ecd0985c174	0.20	61	62	1	1	14	60	60	2
ceb_g_0f0d79a7945d7896afdb	cea_g_8203551b9ecd0985c174	0.30	61	61	3	2	19	58	57	3
ceb_g_7da9da7aed24fe7aee9b	cea_g_8203551b9ecd0985c174	0.40	61	58	7	2	24	54	54	4
ceb_g_5dc156c0086ecc94ad25	cea_g_8203551b9ecd0985c174	0.50	61	59	7	2	29	54	53	5
ceb_g_0a02ca49d6118bb6b167	cea_g_8203551b9ecd0985c174	0.60	61	59	7	2	26	54	54	5
ceb_g_4f874f7f67a3575d6226	cea_g_82d27bd261509f363a06	0.10	55	55	1	2	5	54	54	1
ceb_g_c089a3d7b76d9ed61556	cea_g_82d27bd261509f363a06	0.20	55	55	2	2	11	53	53	2
ceb_g_2360f791381620a950f2	cea_g_82d27bd261509f363a06	0.30	55	51	6	1	10	49	49	2
ceb_g_910e9d0dd814f17b2f3a	cea_g_82d27bd261509f363a06	0.40	55	55	3	2	30	52	51	3
ceb_g_37d67d0bcabf7d0c3abe	cea_g_82d27bd261509f363a06	0.50	55	53	6	5	22	49	49	4
ceb_g_ec7610e420768fb55632	cea_g_82d27bd261509f363a06	0.60	55	54	6	3	32	49	49	5
ceb_g_6e444048c38270f576d6	cea_g_82d8fd14579880926967	0.10	59	59	1	2	4	58	57	1
ceb_g_253c0cb7f380c0df5ef3	cea_g_82d8fd14579880926967	0.20	59	58	3	3	15	56	56	2
ceb_g_9edca6e7e74bc4f0c500	cea_g_82d8fd14579880926967	0.30	59	60	2	3	17	57	57	3
ceb_g_6f06a801aa21815ba9a0	cea_g_82d8fd14579880926967	0.40	59	59	4	3	26	55	55	4
ceb_g_f0e587bea9a6c3dd9da5	cea_g_82d8fd14579880926967	0.50	59	56	7	6	25	52	52	4
ceb_g_618be27916fa466da0da	cea_g_82d8fd14579880926967	0.60	59	61	3	4	28	56	56	5
ceb_g_9f40e3039043f961933c	cea_g_82db907fe6b807dd528d	0.10	57	54	4	0	7	53	52	1
ceb_g_cf5f9d7ede4d4c223b72	cea_g_82db907fe6b807dd528d	0.20	57	56	3	1	10	54	52	2
ceb_g_ea4895e7682340a8c6c4	cea_g_82db907fe6b807dd528d	0.30	57	59	1	3	23	56	56	3
ceb_g_296cb4b00e5250f99a9e	cea_g_82db907fe6b807dd528d	0.40	57	53	7	3	22	50	49	3
ceb_g_f37a13ab199590a4bff2	cea_g_82db907fe6b807dd528d	0.50	57	58	3	3	30	54	54	4
ceb_g_ddcfec5d306fd607c244	cea_g_82db907fe6b807dd528d	0.60	57	53	9	2	27	48	47	5
ceb_g_02245e361246bea6e6e5	cea_g_82dce7f3161d197ec121	0.10	51	50	2	1	7	49	49	1
ceb_g_4ce6d13de6cdfb04c55b	cea_g_82dce7f3161d197ec121	0.20	51	52	1	1	18	50	50	2
ceb_g_d511bac1d0d79aacea2a	cea_g_82dce7f3161d197ec121	0.30	51	51	2	2	19	49	49	2
ceb_g_a593e6676f5a1b98a563	cea_g_82dce7f3161d197ec121	0.40	51	49	5	1	16	46	45	3
ceb_g_a4f94508b1f2843f94cb	cea_g_82dce7f3161d197ec121	0.50	51	50	5	8	21	46	46	4
ceb_g_9217b4c76cd57a3aa27f	cea_g_82dce7f3161d197ec121	0.60	51	52	4	4	31	47	47	5
ceb_g_9fe97eafcd60eba75b1e	cea_g_832bf2e9080f54e4d8a1	0.10	53	53	1	2	8	52	51	1
ceb_g_d37387929dca0fd6f670	cea_g_832bf2e9080f54e4d8a1	0.20	53	51	4	1	10	49	49	2
ceb_g_f5e9e970283fcc4e1fff	cea_g_832bf2e9080f54e4d8a1	0.30	53	51	4	0	9	49	49	2
ceb_g_53e4d8951dca26cddeba	cea_g_832bf2e9080f54e4d8a1	0.40	53	49	7	1	18	46	46	3
ceb_g_91c4884dc9ddefa0a0d6	cea_g_832bf2e9080f54e4d8a1	0.50	53	54	3	3	27	50	49	4
ceb_g_e19ef6de0ec478d8f7ff	cea_g_832bf2e9080f54e4d8a1	0.60	53	50	8	5	24	45	44	5
ceb_g_8bd0cd604ff7f975a6d2	cea_g_836340665c800c061a82	0.10	54	55	0	2	5	54	54	1
ceb_g_486986b16994825720ee	cea_g_836340665c800c061a82	0.20	54	53	3	2	9	51	51	2
ceb_g_d3410bf11ad35d39846f	cea_g_836340665c800c061a82	0.30	54	51	5	2	13	49	49	2
ceb_g_cc00469be6176d05105b	cea_g_836340665c800c061a82	0.40	54	53	4	6	25	50	50	3
ceb_g_fa179f39122b8627e5e1	cea_g_836340665c800c061a82	0.50	54	51	7	3	22	47	47	4
ceb_g_1c4e3aebd092d3ff2930	cea_g_836340665c800c061a82	0.60	54	54	5	5	35	49	49	5
ceb_g_6572c748d97b81b37a88	cea_g_83b79703e20f5f415887	0.10	49	49	1	3	3	48	45	1
ceb_g_71f270d2b3b3d04bebf8	cea_g_83b79703e20f5f415887	0.20	49	46	4	4	8	45	45	1
ceb_g_6dd4213598268b5fb11a	cea_g_83b79703e20f5f415887	0.30	49	49	2	2	14	47	47	2
ceb_g_c9bf9aed7cc0a7127e30	cea_g_83b79703e20f5f415887	0.40	49	49	3	1	20	46	45	3
ceb_g_d36d36231d508cf1d33d	cea_g_83b79703e20f5f415887	0.50	49	44	9	4	26	40	40	4
ceb_g_6bd13eb441d6dbb9c97c	cea_g_83b79703e20f5f415887	0.60	49	46	7	3	30	42	42	4
ceb_g_9a50089e75bfe91dbff3	cea_g_840042b17a644e02c546	0.10	56	57	0	1	7	56	54	1
ceb_g_231a611ed4af5df9b4a1	cea_g_840042b17a644e02c546	0.20	56	57	1	0	14	55	54	2
ceb_g_d59c00c5b4a8f96e1e9d	cea_g_840042b17a644e02c546	0.30	56	54	5	3	17	51	50	3
ceb_g_6723f0ad6b78084c6696	cea_g_840042b17a644e02c546	0.40	56	56	3	2	20	53	52	3
ceb_g_790e13914a4e085b5f71	cea_g_840042b17a644e02c546	0.50	56	54	6	3	27	50	50	4
ceb_g_cbcc90094f932243a670	cea_g_840042b17a644e02c546	0.60	56	54	7	4	29	49	48	5
ceb_g_a5b45feeb4a7d484bd71	cea_g_840ec48c2e36c7223d68	0.10	53	52	2	0	3	51	49	1
